15:19:38  CPU mode
15:19:38  ============================================================
15:19:38  AVE FULL PIPELINE
15:19:38  ============================================================
15:19:38  
15:19:38  ────────────────────────────────────────────────────────────
15:19:38  STAGE 1 — FEATURE EXTRACTION
15:19:38  ────────────────────────────────────────────────────────────
15:19:38  Unique videos   : 4097
15:19:38  Already done    : 0
15:19:38  To extract      : 4097
15:19:38  Loading VGGish ...
15:20:53  VGGish ready.
15:20:53  Loading R(2+1)D-18 ...
15:21:31  R(2+1)D ready.
15:21:38    [   1/4097] c---zaDCTaE  7.5s  ETA 509 min
00:23:36    [3734/4097] -hr5XT5TOEY  1.5s  ETA 53 min
00:23:37    [3735/4097] 10oHszPLzGg  1.1s  ETA 53 min
00:23:39    [3736/4097] -ZpfXjmTrI8  1.6s  ETA 52 min
00:23:40    [3737/4097] 0NIIiiFRmhs  1.4s  ETA 52 min
00:23:41    [3738/4097] 88hi2RUL7UE  1.3s  ETA 52 min
00:23:44    [3739/4097] 41TTeZMRpzs  3.1s  ETA 52 min
00:23:46    [3740/4097] C36VKCXQT3c  1.4s  ETA 52 min
00:23:47    [3741/4097] BXmugBgPWcA  1.1s  ETA 52 min
00:23:49    [3742/4097] Iu25yrsetUM  1.8s  ETA 51 min
00:23:50    [3743/4097] McyzwLkySCM  1.0s  ETA 51 min
00:23:52    [3744/4097] 47MR-rUOrx4  2.4s  ETA 51 min
00:23:56    [3745/4097] 4dmBaDl584M  4.0s  ETA 51 min
00:24:03    [3746/4097] 4dbhc3pklcQ  6.5s  ETA 51 min
00:24:05    [3747/4097] Dc8UmmjIAWE  2.2s  ETA 51 min
00:24:07    [3748/4097] FRp2f-WKa7s  2.3s  ETA 51 min
00:24:08    [3749/4097] ALP8_z817Uw  1.2s  ETA 50 min
00:24:10    [3750/4097] -BJNMHMZDcU  1.5s  ETA 50 min
00:24:11    [3751/4097] Baue01N86wE  1.3s  ETA 50 min
00:24:12    [3752/4097] 9nn7njUNYP8  1.2s  ETA 50 min
00:24:14    [3753/4097] LpfewILEuUU  1.5s  ETA 50 min
00:24:15    [3754/4097] ElVlgv58uLI  1.4s  ETA 50 min
00:24:17    [3755/4097] 8bpsyzwKMaU  1.5s  ETA 49 min
00:24:19    [3756/4097] 45Joz4cqbc8  2.6s  ETA 49 min
00:24:21    [3757/4097] 5aJWAISV1UU  1.5s  ETA 49 min
00:24:25    [3758/4097] 5-K1o6veuZI  4.2s  ETA 49 min
00:24:28    [3759/4097] -X7d4l-QEh0  3.0s  ETA 49 min
00:24:31    [3760/4097] 6a1dJ49KuuM  2.7s  ETA 49 min
00:24:32    [3761/4097] 8B4pp_c9c0E  1.8s  ETA 49 min
00:24:34    [3762/4097] 94_vBTqolrY  1.3s  ETA 48 min
00:24:37    [3763/4097] 7nGprDHshLY  3.0s  ETA 48 min
00:24:40    [3764/4097] B2yCH3NGBrU  3.1s  ETA 48 min
00:24:42    [3765/4097] 7_IIQ0li42M  2.2s  ETA 48 min
00:24:44    [3766/4097] J4IqYJ_IT3c  1.7s  ETA 48 min
00:24:47    [3767/4097] 7p8PscFO5IQ  3.4s  ETA 48 min
00:24:50    [3768/4097] CWzWbKAR7po  2.7s  ETA 47 min
00:24:52    [3769/4097] KIcnXRsvIe4  2.1s  ETA 47 min
00:24:53    [3770/4097] DQfZnVP5LP0  1.5s  ETA 47 min
00:24:56    [3771/4097] 9y1lQfK0CSY  2.3s  ETA 47 min
00:24:57    [3772/4097] 52al3EPPW2A  1.5s  ETA 47 min
00:25:00    [3773/4097] 3iQzI1r6Ow4  3.0s  ETA 47 min
00:25:05    [3774/4097] 1RQpv8AZQYk  4.7s  ETA 47 min
00:25:07    [3775/4097] 5Lksz_pAFx8  1.8s  ETA 46 min
00:25:11    [3776/4097] -y7tnKy2Kgw  4.3s  ETA 46 min
00:25:14    [3777/4097] 4AaY8e2SDgE  2.6s  ETA 46 min
00:25:15    [3778/4097] 6Cg0TkI_GKk  1.9s  ETA 46 min
00:25:19    [3779/4097] 4LaTWnw4_Z8  3.7s  ETA 46 min
00:25:20    [3780/4097] 5ppzGZHPIDM  1.1s  ETA 46 min
00:25:22    [3781/4097] 33fbMHu4nzo  1.6s  ETA 45 min
00:25:23    [3782/4097] 7DLmBTAGLmI  1.1s  ETA 45 min
00:25:24    [3783/4097] 1ElntnVDwas  1.3s  ETA 45 min
00:25:25    [3784/4097] 6XNavva3RYk  1.2s  ETA 45 min
00:25:29    [3785/4097] 6d7aULxnMVY  4.0s  ETA 45 min
00:25:31    [3786/4097] 0eUKfO9ZNdM  1.8s  ETA 45 min
00:25:32    [3787/4097] 5xEJrUcH7Gw  1.2s  ETA 45 min
00:25:34    [3788/4097] 1_4SgnRUZoA  1.3s  ETA 44 min
00:25:35    [3789/4097] 10WAJUeI3vo  1.4s  ETA 44 min
00:25:36    [3790/4097] -A8vyL66iIU  1.3s  ETA 44 min
00:25:37    [3791/4097] 1PtJ6jckef0  0.9s  ETA 44 min
00:25:40    [3792/4097] 1BkHCsfaduk  3.0s  ETA 44 min
00:25:42    [3793/4097] 1eDacKns0Hk  1.7s  ETA 44 min
00:25:44    [3794/4097] 1XMIboVxwTk  1.7s  ETA 43 min
00:25:45    [3795/4097] 19oVEEA5G4c  1.1s  ETA 43 min
00:25:47    [3796/4097] 1PA-eGzyIhM  2.5s  ETA 43 min
00:25:49    [3797/4097] -Y5nYQIRkJ0  1.7s  ETA 43 min
00:25:51    [3798/4097] 1aYj7WHd5RM  2.0s  ETA 43 min
00:25:52    [3799/4097] -5EoTUVneQA  1.4s  ETA 43 min
00:25:54    [3800/4097] 15OKLCZema8  2.1s  ETA 43 min
00:25:59    [3801/4097] -bwf8Sp82iA  4.3s  ETA 42 min
00:26:00    [3802/4097] 1LzDdG0rn9o  1.3s  ETA 42 min
00:26:02    [3803/4097] 0dh-PjhhN9U  1.9s  ETA 42 min
00:26:04    [3804/4097] 0E6nE2jPiTs  1.8s  ETA 42 min
00:26:05    [3805/4097] 7jZmLlZ7Pxo  1.2s  ETA 42 min
00:26:08    [3806/4097] 07tRPkQBQRg  2.7s  ETA 42 min
00:26:09    [3807/4097] 6v3UI7HbprE  1.4s  ETA 41 min
00:26:10    [3808/4097] 4HxIyosr-AM  1.2s  ETA 41 min
00:26:11    [3809/4097] 43IxB0Hz2RA  0.9s  ETA 41 min
00:26:14    [3810/4097] 3LqKwILBqKk  2.5s  ETA 41 min
00:26:18    [3811/4097] ANAGPl7QZ0k  3.9s  ETA 41 min
00:26:20    [3812/4097] F9-W5ZCxDhs  2.3s  ETA 41 min
00:26:23    [3813/4097] 1vw4LB-D2zo  3.4s  ETA 41 min
00:26:25    [3814/4097] 1HOdVz725U0  1.4s  ETA 40 min
00:26:29    [3815/4097] 5pac-XjDskw  4.7s  ETA 40 min
00:26:30    [3816/4097] 7PJ8lktkdHg  1.1s  ETA 40 min
00:26:35    [3817/4097] Ery7CcrMD4s  4.4s  ETA 40 min
00:26:38    [3818/4097] AavEub0hTD8  2.8s  ETA 40 min
00:26:39    [3819/4097] BDDxfr4xf0k  1.6s  ETA 40 min
00:26:42    [3820/4097] 9CKK9FTLqRw  3.2s  ETA 40 min
00:26:44    [3821/4097] Fpz0yvhcXBk  1.2s  ETA 39 min
00:26:45    [3822/4097] 0Gd5jNxWRTM  1.8s  ETA 39 min
00:26:47    [3823/4097] -pyreSm_sQs  1.7s  ETA 39 min
00:26:48    [3824/4097] -M-J1wStU48  1.1s  ETA 39 min
00:26:52    [3825/4097] -OuFhaw1uFA  3.6s  ETA 39 min
00:26:53    [3826/4097] -8t1Nj0WSag  1.2s  ETA 39 min
00:26:54    [3827/4097] -skRBLEnyW4  1.5s  ETA 38 min
00:26:57    [3828/4097] -lOf63NuemY  2.2s  ETA 38 min
00:26:59    [3829/4097] 024vJIboFg4  2.3s  ETA 38 min
00:27:03    [3830/4097] -tQ_wuruRB4  3.8s  ETA 38 min
00:27:08    [3831/4097] -HA1YY-tfUo  4.9s  ETA 38 min
00:27:09    [3832/4097] -67UNKFmRLk  1.3s  ETA 38 min
00:27:13    [3833/4097] -AVRvAlbRIg  4.2s  ETA 38 min
00:27:15    [3834/4097] -UYecGJqgBg  1.5s  ETA 37 min
00:27:16    [3835/4097] -XUkTaI-mxc  1.8s  ETA 37 min
00:27:18    [3836/4097] -Rr7pnVemdc  2.0s  ETA 37 min
00:27:20    [3837/4097] -CaG-H32hMg  1.9s  ETA 37 min
00:27:24    [3838/4097] -QR7nHlMqhc  4.2s  ETA 37 min
00:27:26    [3839/4097] -yGno5_ywmA  1.5s  ETA 37 min
00:27:30    [3840/4097] 0-SnwMhYG1k  4.4s  ETA 37 min
00:27:32    [3841/4097] 2ADAPGLJJzk  1.3s  ETA 36 min
00:27:33    [3842/4097] 03jRqksffAw  1.6s  ETA 36 min
00:27:35    [3843/4097] 1JCAUjzgee8  1.6s  ETA 36 min
00:27:36    [3844/4097] -HpCjiutVuE  1.2s  ETA 36 min
00:27:38    [3845/4097] 06OMekgtQkM  1.8s  ETA 36 min
00:27:39    [3846/4097] 07uyW4Y3og0  1.6s  ETA 36 min
00:27:42    [3847/4097] -GK0GKqrr5c  2.7s  ETA 35 min
00:27:46    [3848/4097] 0gB3liqZO3Y  4.2s  ETA 35 min
00:27:48    [3849/4097] 0XREe1fQLHY  1.2s  ETA 35 min
00:27:49    [3850/4097] 02rnKVawh0E  1.9s  ETA 35 min
00:27:53    [3851/4097] 1ECScX5ai4k  3.7s  ETA 35 min
00:27:54    [3852/4097] 0BP5R5ADZko  1.1s  ETA 35 min
00:27:56    [3853/4097] 0P8acnEXs0Q  1.9s  ETA 35 min
00:27:58    [3854/4097] 0gvG0FT2JO4  1.7s  ETA 34 min
00:28:01    [3855/4097] 1sjmFJzDG0o  3.3s  ETA 34 min
00:28:02    [3856/4097] 02ybUyAOt-M  1.3s  ETA 34 min
00:28:04    [3857/4097] 16cpSo6bBCE  2.0s  ETA 34 min
00:28:07    [3858/4097] 0M1o_44OS74  2.3s  ETA 34 min
00:28:08    [3859/4097] -IT9xQaXudA  1.8s  ETA 34 min
00:28:10    [3860/4097] 0qOweC3BsE0  1.5s  ETA 34 min
00:28:14    [3861/4097] 0TKdfV2_l1A  4.1s  ETA 33 min
00:28:16    [3862/4097] 1hx6q-hUWzY  2.0s  ETA 33 min
00:28:18    [3863/4097] 2hh_VXjk5JY  1.7s  ETA 33 min
00:28:19    [3864/4097] 1eT10fiwAEI  1.7s  ETA 33 min
00:28:21    [3865/4097] 1lRBHIMM0A0  1.2s  ETA 33 min
00:28:22    [3866/4097] 215zKW1YIr4  1.2s  ETA 33 min
00:28:26    [3867/4097] 1f-HZ_QFxdQ  4.1s  ETA 33 min
00:28:27    [3868/4097] 0OAP5Vq_NQM  1.4s  ETA 32 min
00:28:29    [3869/4097] 1y2nPnpYUmc  1.5s  ETA 32 min
00:28:31    [3870/4097] 1Yha-cJ83vs  2.0s  ETA 32 min
00:28:33    [3871/4097] -9Icd-D57Yo  1.8s  ETA 32 min
00:28:38    [3872/4097] 9GmZFnAJsjE  5.2s  ETA 32 min
00:28:43    [3873/4097] 7n4LwRcCA6I  4.6s  ETA 32 min
00:28:45    [3874/4097] 8HbKrFYTWI4  2.5s  ETA 32 min
00:28:46    [3875/4097] 7ZTBswMDOW0  1.3s  ETA 31 min
00:28:50    [3876/4097] 5DhRsc0Rcjs  3.6s  ETA 31 min
00:28:52    [3877/4097] 4gZQO_9-HPI  2.1s  ETA 31 min
00:28:54    [3878/4097] 2u1uhPJjG0E  1.6s  ETA 31 min
00:28:56    [3879/4097] AiPaclfScPk  2.6s  ETA 31 min
00:29:00    [3880/4097] 5AU-uj5YWqI  3.3s  ETA 31 min
00:29:05    [3881/4097] -Owu1H-JG9w  5.0s  ETA 30 min
00:29:06    [3882/4097] 0eTnDw0z8MQ  1.5s  ETA 30 min
00:29:07    [3883/4097] 3e85HcbgUu4  1.3s  ETA 30 min
00:29:12    [3884/4097] 1N2Qke7eo9k  4.3s  ETA 30 min
00:29:13    [3885/4097] 0rrQS9Nt48s  1.2s  ETA 30 min
00:29:14    [3886/4097] 02sD1KJeoGA  1.4s  ETA 30 min
00:29:17    [3887/4097] 5wejTnHEa9c  3.2s  ETA 30 min
00:29:21    [3888/4097] 2IvlhZhAQXg  3.5s  ETA 29 min
00:29:25    [3889/4097] 5jGW04-qCqA  4.1s  ETA 29 min
00:29:27    [3890/4097] -AVzYvKHwPg  2.3s  ETA 29 min
00:29:35    [3891/4097] -6TQKeeULa0  7.3s  ETA 29 min
00:29:37    [3892/4097] -X0vNLwH1C0  2.5s  ETA 29 min
00:29:39    [3893/4097] -DXUMMSmd-A  1.9s  ETA 29 min
00:29:41    [3894/4097] -fU6g_dGmAU  2.1s  ETA 29 min
00:29:45    [3895/4097] -XeZTbdHjHI  3.7s  ETA 28 min
00:29:46    [3896/4097] -XLSWr8TIAQ  1.6s  ETA 28 min
00:29:48    [3897/4097] -g3TklnBeGQ  1.9s  ETA 28 min
00:29:50    [3898/4097] -G69HG5BGNo  1.5s  ETA 28 min
00:29:52    [3899/4097] -8jVnlHDsso  1.8s  ETA 28 min
00:29:58    [3900/4097] -BXMX3yEPto  6.5s  ETA 28 min
00:30:01    [3901/4097] -GYwMQJmQEo  3.3s  ETA 28 min
00:30:04    [3902/4097] -IKMo9-20Zc  2.9s  ETA 27 min
00:30:06    [3903/4097] JcR5RqymM_8  1.2s  ETA 27 min
00:30:07    [3904/4097] SZxC8Y1d27w  1.5s  ETA 27 min
00:30:09    [3905/4097] 1mJRKAD0O-M  1.7s  ETA 27 min
00:30:10    [3906/4097] ddU9u9pBszc  1.2s  ETA 27 min
00:30:12    [3907/4097] PRriMdEO23I  1.7s  ETA 27 min
00:30:14    [3908/4097] zaSl51J20-o  2.4s  ETA 27 min
00:30:16    [3909/4097] etUOhOzhZ-c  1.6s  ETA 26 min
00:30:17    [3910/4097] AJXpyRSl0N8  1.1s  ETA 26 min
00:30:18    [3911/4097] NLuzDn-xrgQ  1.3s  ETA 26 min
00:30:20    [3912/4097] S1RCREycn4s  1.4s  ETA 26 min
00:30:21    [3913/4097] -yJF5hr0j2E  1.7s  ETA 26 min
00:30:24    [3914/4097] -jXKNLiTd4k  2.4s  ETA 26 min
00:30:27    [3915/4097] 1E45OfstoFo  2.9s  ETA 26 min
00:30:29    [3916/4097] -eO7J5kuaUg  2.3s  ETA 25 min
00:30:33    [3917/4097] 0Dt-pH0pW-Y  4.3s  ETA 25 min
00:30:39    [3918/4097] -HmuMoykRqA  5.8s  ETA 25 min
00:30:45    [3919/4097] 0VonGBmATx8  6.3s  ETA 25 min
00:30:51    [3920/4097] 1PV6TCRQTok  5.4s  ETA 25 min
00:30:52    [3921/4097] 05c_JwurbrU  1.1s  ETA 25 min
00:30:53    [3922/4097] --sbZ5YMSm4  1.2s  ETA 25 min
00:30:54    [3923/4097] -FU3-n6XvbI  1.3s  ETA 24 min
00:30:56    [3924/4097] -1v35Pyt2v8  1.8s  ETA 24 min
00:31:00    [3925/4097] -1Fcf1ifAho  4.0s  ETA 24 min
00:31:02    [3926/4097] -44qKBR8bGQ  1.6s  ETA 24 min
00:31:06    [3927/4097] -DOcQ2NVnHE  4.2s  ETA 24 min
00:31:08    [3928/4097] -6yqaqO4Jco  1.6s  ETA 24 min
00:31:10    [3929/4097] -2ojh56BlSQ  2.2s  ETA 24 min
00:31:12    [3930/4097] -E7Q8Z2w5pA  1.7s  ETA 23 min
00:31:13    [3931/4097] -7bvjkedz-Q  1.8s  ETA 23 min
00:31:14    [3932/4097] --vNfjUwxnc  1.0s  ETA 23 min
00:31:18    [3933/4097] -660yf6Dwb0  3.2s  ETA 23 min
00:31:19    [3934/4097] -DWrgPM-NSw  1.7s  ETA 23 min
00:31:21    [3935/4097] -FIGpCo9VoM  1.9s  ETA 23 min
00:31:25    [3936/4097] -BEsuk8TTPs  4.2s  ETA 22 min
00:31:29    [3937/4097] -5lX_xVW5oE  3.6s  ETA 22 min
00:31:34    [3938/4097] -1wShjRIMEI  4.9s  ETA 22 min
00:31:36    [3939/4097] 6NAcuyS_vjs  2.0s  ETA 22 min
00:31:41    [3940/4097] 3O8GirGuUL4  4.8s  ETA 22 min
00:31:43    [3941/4097] -5QrBL6MzLg  1.8s  ETA 22 min
00:31:47    [3942/4097] 2ubvf7fB5co  4.9s  ETA 22 min
00:31:49    [3943/4097] 0_eJQ3UbQ1U  1.7s  ETA 21 min
00:31:51    [3944/4097] 5NwrPL4p0Co  1.8s  ETA 21 min
00:31:53    [3945/4097] 6Q7JIacR29o  2.0s  ETA 21 min
00:32:00    [3946/4097] 1hQLr88iCvg  7.4s  ETA 21 min
00:32:04    [3947/4097] 2LLmf6lEvX8  3.1s  ETA 21 min
00:32:06    [3948/4097] 1VVcSXcb51o  2.6s  ETA 21 min
00:32:12    [3949/4097] 6Rv0x3NewpY  5.4s  ETA 21 min
00:32:13    [3950/4097] 7_BtnZxpN-I  1.6s  ETA 20 min
00:32:15    [3951/4097] 79jBK-NLpsM  1.6s  ETA 20 min
00:32:17    [3952/4097] 2Zctd8ryM9M  1.9s  ETA 20 min
00:32:24    [3953/4097] 59y9J_MBC_Y  7.6s  ETA 20 min
00:32:26    [3954/4097] 52giNcwzggo  1.8s  ETA 20 min
00:32:31    [3955/4097] 5DYvxX5j27w  5.6s  ETA 20 min
00:32:33    [3956/4097] 2vBIH5rfxV4  1.6s  ETA 20 min
00:32:35    [3957/4097] IJCt1QRXB2c  1.7s  ETA 19 min
00:32:37    [3958/4097] CsBXfaWNS84  2.3s  ETA 19 min
00:32:40    [3959/4097] 2uOqzDrthyA  2.9s  ETA 19 min
00:32:41    [3960/4097] 9uJbrJ15FdM  1.3s  ETA 19 min
00:32:45    [3961/4097] AHFXM8T-hx0  3.5s  ETA 19 min
00:32:46    [3962/4097] 2jkFn9zX8GY  1.5s  ETA 19 min
00:32:51    [3963/4097] 3tWv_tZWTjs  4.4s  ETA 19 min
00:32:55    [3964/4097] OplrWEqbX10  4.5s  ETA 19 min
00:33:00    [3965/4097] 4SewzEbAkgs  4.4s  ETA 18 min
00:33:02    [3966/4097] T192PyU-mko  2.3s  ETA 18 min
00:33:03    [3967/4097] FuWDfaQjbvs  1.5s  ETA 18 min
00:33:06    [3968/4097] RoIS0PkFCPo  2.1s  ETA 18 min
00:33:07    [3969/4097] DwL4s6GZNzg  1.3s  ETA 18 min
00:33:08    [3970/4097] IO_KCzzaV9Y  1.5s  ETA 18 min
00:33:13    [3971/4097] 45Fs-dHFwpQ  4.3s  ETA 18 min
00:33:17    [3972/4097] 2RC9m3ztmBg  4.1s  ETA 17 min
00:33:24    [3973/4097] 4MZ6HsL2eaE  6.8s  ETA 17 min
00:33:25    [3974/4097] 2vJ4gKp_sag  1.3s  ETA 17 min
00:33:27    [3975/4097] 4-AQAJIOLuM  2.0s  ETA 17 min
00:33:28    [3976/4097] 1Wad6w0CjXk  1.2s  ETA 17 min
00:33:30    [3977/4097] 3gScc4I0l2Q  2.4s  ETA 17 min
00:33:33    [3978/4097] 78xOH_VHip8  2.9s  ETA 17 min
00:33:35    [3979/4097] 7LGNvCLyIh0  1.4s  ETA 16 min
00:33:41    [3980/4097] 3D6DZfMIfcU  5.9s  ETA 16 min
00:33:42    [3981/4097] -fJyZgz9uvc  1.5s  ETA 16 min
00:33:47    [3982/4097] 2oo9XbOXxpQ  4.9s  ETA 16 min
00:33:49    [3983/4097] 0d4LVcuLR6c  1.6s  ETA 16 min
00:33:50    [3984/4097] 3DNK6BxlnyQ  1.6s  ETA 16 min
00:33:55    [3985/4097] 2FV62F09ICM  5.1s  ETA 16 min
00:33:56    [3986/4097] 4wIzbiihgE4  1.2s  ETA 15 min
00:34:01    [3987/4097] 0VFJ5fVLe_A  4.9s  ETA 15 min
00:34:07    [3988/4097] -9xKC8r1Ww0  5.6s  ETA 15 min
00:34:09    [3989/4097] 0l4rszJ8M9E  1.9s  ETA 15 min
00:34:11    [3990/4097] 95BBXTWKR4U  2.1s  ETA 15 min
00:34:12    [3991/4097] 6KjK4KUKm0U  1.5s  ETA 15 min
00:34:14    [3992/4097] 73zZ8qsYftM  2.0s  ETA 15 min
00:34:17    [3993/4097] 8PFRw4AgcjM  2.5s  ETA 14 min
00:34:19    [3994/4097] 8xTIvAitUsw  1.8s  ETA 14 min
00:34:20    [3995/4097] 0Kmngfi6USI  1.6s  ETA 14 min
00:34:22    [3996/4097] -GecFRVdJ58  1.9s  ETA 14 min
00:34:24    [3997/4097] 7lLbVG85YcE  1.3s  ETA 14 min
00:34:25    [3998/4097] 1SMerEFcw_E  1.6s  ETA 14 min
00:34:26    [3999/4097] 5eDSROXbHbA  1.1s  ETA 14 min
00:34:27    [4000/4097] 29btFLxZNs4  1.1s  ETA 13 min
00:34:32    [4001/4097] 2ULEIoRKW_Q  4.4s  ETA 13 min
00:34:33    [4002/4097] 2hZ8I2fqG9k  1.3s  ETA 13 min
00:34:34    [4003/4097] 2gZWXqZK18E  1.3s  ETA 13 min
00:34:38    [4004/4097] 0D5CBzE1trY  3.3s  ETA 13 min
00:34:39    [4005/4097] 4EK_G7Kn8yU  1.1s  ETA 13 min
00:34:42    [4006/4097] 2NO6vZMwCe0  3.3s  ETA 13 min
00:34:46    [4007/4097] 4V3TFiHFqDc  4.2s  ETA 12 min
00:34:48    [4008/4097] 12pTWInk-LI  1.3s  ETA 12 min
00:34:49    [4009/4097] 28ft_4MAWkQ  1.2s  ETA 12 min
00:34:50    [4010/4097] 1N2CRbsSJDs  1.5s  ETA 12 min
00:34:52    [4011/4097] 1xIoEndn2U4  1.6s  ETA 12 min
00:34:54    [4012/4097] 2Lej8aE00uw  1.9s  ETA 12 min
00:34:56    [4013/4097] -r8VXRqHpmg  1.7s  ETA 12 min
00:34:58    [4014/4097] 0wDHmbmKG3g  2.0s  ETA 11 min
00:35:00    [4015/4097] 48h1ibWL_8c  2.1s  ETA 11 min
00:35:06    [4016/4097] 7bgTxPSZ2-o  5.8s  ETA 11 min
00:35:08    [4017/4097] 4v6G5PJkMkY  2.0s  ETA 11 min
00:35:14    [4018/4097] 5J0IFzqU9-E  6.1s  ETA 11 min
00:35:19    [4019/4097] 5d0TnzxTgKM  5.9s  ETA 11 min
00:35:22    [4020/4097] -9ummbDsgFM  2.1s  ETA 11 min
00:35:23    [4021/4097] -JFnkRrPLBM  1.8s  ETA 10 min
00:35:25    [4022/4097] -HDFlW6kofA  1.9s  ETA 10 min
00:35:30    [4023/4097] 2vqn1vRl-No  5.1s  ETA 10 min
00:35:35    [4024/4097] -IBinZS3e2I  4.4s  ETA 10 min
00:35:41    [4025/4097] 8YjckYU7TzI  5.8s  ETA 10 min
00:35:43    [4026/4097] 7nnOX-yZ-wE  2.2s  ETA 10 min
00:35:47    [4027/4097] 5mKfMbsjeAs  4.4s  ETA 10 min
00:35:49    [4028/4097] 59svx6RTX6E  2.0s  ETA 9 min
00:35:51    [4029/4097] 1FF_PjIL4l4  1.6s  ETA 9 min
00:35:52    [4030/4097] 0iaK9Evi2_U  1.6s  ETA 9 min
00:35:57    [4031/4097] 0cH_NlhhMAs  5.1s  ETA 9 min
00:36:00    [4032/4097] -vSHHbZKMXg  2.8s  ETA 9 min
00:36:02    [4033/4097] -D6DyrLZuQQ  1.5s  ETA 9 min
00:36:03    [4034/4097] -W9N8xqohLA  1.2s  ETA 9 min
00:36:07    [4035/4097] 0kY6vhTc4yE  3.9s  ETA 9 min
00:36:12    [4036/4097] 2HCu_qeYJr8  5.1s  ETA 8 min
00:36:14    [4037/4097] 1Bj4gCz6cYs  2.2s  ETA 8 min
00:36:19    [4038/4097] 0PZQL-Msz0s  4.5s  ETA 8 min
00:36:25    [4039/4097] --I2373YpgM  6.3s  ETA 8 min
00:36:27    [4040/4097] 2GMcRVbcRlE  2.3s  ETA 8 min
00:36:29    [4041/4097] 1fPw99TZGoA  1.5s  ETA 8 min
00:36:31    [4042/4097] 04zOu5UFyo0  1.9s  ETA 8 min
00:36:35    [4043/4097] 3FtIudGgafQ  4.2s  ETA 7 min
00:36:36    [4044/4097] 0suFvKAWJnU  1.1s  ETA 7 min
00:36:37    [4045/4097] 48VL2d-B8qU  1.3s  ETA 7 min
00:36:40    [4046/4097] 6iZ5R_J9wKI  2.4s  ETA 7 min
00:36:43    [4047/4097] 17BnUuWiMbU  3.7s  ETA 7 min
00:36:46    [4048/4097] 2MOf0CdgxKE  2.5s  ETA 7 min
00:36:47    [4049/4097] 4yfjPSziK9o  1.0s  ETA 7 min
00:36:48    [4050/4097] 7S8eTN2BvtU  1.2s  ETA 6 min
00:36:50    [4051/4097] 1BeiD534Whs  2.1s  ETA 6 min
00:36:55    [4052/4097] 5YXKWYlR2ac  5.0s  ETA 6 min
00:36:59    [4053/4097] -2C9ZpNhIvg  3.6s  ETA 6 min
00:37:00    [4054/4097] 4bDk1x5CMrs  1.1s  ETA 6 min
00:37:02    [4055/4097] 7tJSm5ke3a4  2.1s  ETA 6 min
00:37:06    [4056/4097] 67BsqRkh-dU  3.8s  ETA 6 min
00:37:10    [4057/4097] 67GyakZWaFk  3.6s  ETA 5 min
00:37:14    [4058/4097] 2tLgG0hmUpU  4.3s  ETA 5 min
00:37:15    [4059/4097] 72iyxc7ueU4  1.5s  ETA 5 min
00:37:19    [4060/4097] IhBtYx4iLGo  3.3s  ETA 5 min
00:37:24    [4061/4097] OpSuHI3sbk0  5.4s  ETA 5 min
00:37:26    [4062/4097] AdrFi95wthc  2.1s  ETA 5 min
00:37:29    [4063/4097] TqDLxzFAqJU  3.0s  ETA 5 min
00:37:34    [4064/4097] 5DgTnYsx4h8  4.6s  ETA 5 min
00:37:35    [4065/4097] MPoYClwucBo  1.6s  ETA 4 min
00:37:37    [4066/4097] 9Ih-K4r6_wI  1.4s  ETA 4 min
00:37:39    [4067/4097] 3S7H4_G4y6U  2.0s  ETA 4 min
00:37:40    [4068/4097] 2VlAviwfpmQ  0.9s  ETA 4 min
00:37:41    [4069/4097] 4Oxt706phPE  1.8s  ETA 4 min
00:37:43    [4070/4097] 1Hw3xjIJsL8  1.5s  ETA 4 min
00:37:44    [4071/4097] 5oMbn1p15Y8  1.1s  ETA 4 min
00:37:49    [4072/4097] 2f3Kovv6XRI  5.1s  ETA 3 min
00:37:50    [4073/4097] 3bwwVglEWA0  1.1s  ETA 3 min
00:37:52    [4074/4097] 3l4HqVEHCEs  1.5s  ETA 3 min
00:37:54    [4075/4097] 2Lb6weWw8zI  1.9s  ETA 3 min
00:37:55    [4076/4097] 4L__Qg_b6IE  1.4s  ETA 3 min
00:38:00    [4077/4097] 5JXa2-I5sOM  4.7s  ETA 3 min
00:38:02    [4078/4097] 59nR0HbNqqo  1.7s  ETA 3 min
00:38:04    [4079/4097] 3HALajB-U3A  2.1s  ETA 2 min
00:38:05    [4080/4097] 0WoZeAMSMvU  1.3s  ETA 2 min
00:38:06    [4081/4097] 05NnIDWrYT4  1.2s  ETA 2 min
00:38:09    [4082/4097] 0_wopBSgNhc  2.4s  ETA 2 min
00:38:10    [4083/4097] 27jUPieRDT8  1.4s  ETA 2 min
00:38:13    [4084/4097] 1NYCiPBzn-E  3.3s  ETA 2 min
00:38:15    [4085/4097] 29u0b2PgRWg  1.7s  ETA 2 min
00:38:20    [4086/4097] 3IoG53iXgSY  5.0s  ETA 1 min
00:38:21    [4087/4097] 7M2PNOXFDAI  1.2s  ETA 1 min
00:38:23    [4088/4097] -MtoePIUMdk  1.5s  ETA 1 min
00:38:24    [4089/4097] 67Ggu0qTBAQ  1.5s  ETA 1 min
00:38:27    [4090/4097] 7cxgLJ1Csy4  2.3s  ETA 1 min
00:38:28    [4091/4097] -K3qiMrZIfw  1.7s  ETA 1 min
